encounter_index,memory_id,action,retrieval_count,average_utility,quality_score,reason
7752,M065719,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7770,M056918,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7778,M085817,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7779,M041802,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7783,M077585,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7784,M096335,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7796,M100401,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7797,M050752,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7798,M023120,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7800,M088131,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7803,M040210,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7806,M038189,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7811,M069652,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7821,M070829,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7825,M052913,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7832,M080995,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7835,M098501,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7836,M082724,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7838,M057109,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7838,M069972,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7838,M049112,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7839,M049852,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7839,M050852,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7843,M009475,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7853,M047342,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7856,M010967,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7865,M068790,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7865,M062563,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7866,M062276,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7867,M003110,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7874,M062434,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7880,M037073,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7887,M000970,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7893,M081702,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7902,M001899,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7907,M079941,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7918,M039008,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7941,M067885,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7943,M001899,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7947,M067264,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7947,M067589,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7953,M063033,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7955,M091415,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7965,M023441,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7966,M014698,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7967,M060012,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7972,M049423,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7976,M038169,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7985,M099295,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
7986,M002860,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7988,M035829,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7992,M002644,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
7998,M039237,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8006,M101384,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8018,M093955,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8024,M055216,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8027,M034980,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8027,M017744,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8028,M009035,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8028,M038169,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8029,M065314,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8037,M001981,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8043,M050710,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8055,M028345,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8056,M085014,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8057,M072490,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8057,M070714,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8060,M094176,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8061,M005964,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8061,M055559,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8061,M045080,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8062,M057664,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8063,M099741,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8069,M092981,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8072,M076207,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8073,M088229,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8076,M087931,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8084,M002010,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8086,M054233,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8089,M057062,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8098,M075049,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8115,M079692,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8117,M039502,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8123,M091444,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8123,M045147,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8132,M055829,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8152,M077097,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8156,M097829,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8159,M065126,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8180,M100327,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8180,M086276,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8185,M029640,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8187,M100634,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8190,M082388,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8199,M045435,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8200,M062681,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8211,M002614,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8214,M020510,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8216,M087860,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8225,M088214,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8226,M086897,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8229,M052861,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8230,M014496,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8230,M026447,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8236,M100327,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8241,M080951,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8250,M098267,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8255,M030173,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8261,M033607,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8261,M052002,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8263,M007553,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8266,M083259,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8277,M017399,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8283,M040161,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8290,M020305,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8291,M050759,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8305,M050431,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8313,M022350,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8327,M068748,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8328,M022053,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8338,M007672,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8340,M084828,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8343,M048680,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8347,M052680,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8349,M078980,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8355,M059375,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8360,M038783,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8389,M014956,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8393,M015580,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8397,M008857,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8399,M076812,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8402,M100852,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8415,M008858,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8421,M045482,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8421,M012926,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8429,M053826,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8432,M004714,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8432,M016190,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8436,M092289,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8437,M039008,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8444,M042062,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8448,M037812,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8450,M058313,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8451,M085817,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8451,M089409,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8451,M086357,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8474,M060557,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8481,M091329,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8485,M035241,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8486,M009670,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8498,M029524,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8500,M101535,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8506,M087786,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8518,M049589,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8520,M078934,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8527,M042590,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8540,M004630,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8553,M100744,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8556,M069849,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8557,M041289,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8561,M016475,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8563,M031503,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8572,M020443,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8574,M082014,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8589,M011598,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8605,M084162,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8606,M013853,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8612,M035241,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8622,M019509,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8637,M037577,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8643,M084557,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8647,M038983,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8650,M008652,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8664,M048731,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8666,M029343,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8671,M014284,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8674,M089409,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8690,M022729,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8693,M097662,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8694,M029481,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8699,M091469,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8706,M029170,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8722,M081865,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8725,M076545,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8734,M032015,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8752,M066324,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8754,M078719,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8755,M079846,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8763,M042411,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8767,M037236,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8775,M096947,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8777,M076807,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8785,M081040,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8791,M073128,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8792,M055646,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8793,M030821,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8796,M032840,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8796,M035549,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8811,M017975,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8823,M009355,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8829,M014852,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8854,M085272,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8856,M064464,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8856,M047166,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8871,M056854,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8882,M060163,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8894,M040701,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8895,M057627,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8905,M005568,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8911,M092269,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8911,M087408,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8915,M010967,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8915,M064814,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8915,M009249,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8916,M070005,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8921,M020767,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8924,M013892,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8924,M021068,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8925,M091970,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8936,M007539,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8936,M019514,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8947,M055351,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8947,M057664,quarantined,3,-1.0,0.20000000000000004,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2
8954,M047592,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
8955,M084402,downgraded,2,-1.0,0.30000000000000004,quality_score=0.3000 < DOWNGRADE_THRESHOLD=0.4
